Sexo,RendaFamiliar,CorRaca,Idade,FaixaEtaria,Semest,CategoriadeSituacao,Turno,CargaHorariaMinimaRegulamentada,FatordeEsforcodeCurso,Regiao
"F",NA,"Parda",21,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Parda",31,"30 a 34 anos",5,"Evadidos","Matutino",3600,1.14,"Região Nordeste"
"M","0,5<RFP<=1","Parda",19,"15 a 19 anos",0,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","2,5<RFP<=3,5","Parda",22,"20 a 24 anos",0,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","RFP>3,5","Parda",33,"30 a 34 anos",4,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","1<RFP<=1,5","Parda",19,"15 a 19 anos",1,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"F","0,5<RFP<=1","Parda",23,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Parda",39,"35 a 39 anos",1,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M","0<RFP<=0,5","Parda",21,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.19,"Região Norte"
"F","2,5<RFP<=3,5","Parda",27,"25 a 29 anos",10,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",24,"20 a 24 anos",10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"F","RFP>3,5","Parda",24,"20 a 24 anos",10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"F","1<RFP<=1,5","Parda",19,"15 a 19 anos",0,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M",NA,"Parda",18,"15 a 19 anos",1,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"F",NA,"Parda",21,"20 a 24 anos",0,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Parda",26,"25 a 29 anos",10,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",24,"20 a 24 anos",10,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","RFP>3,5","Parda",32,"30 a 34 anos",10,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M",NA,"Parda",20,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M",NA,"Parda",20,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"F",NA,"Parda",19,"15 a 19 anos",2,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"M","0,5<RFP<=1","Parda",36,"35 a 39 anos",10,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Parda",21,"20 a 24 anos",2,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",23,"20 a 24 anos",2,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",19,"15 a 19 anos",2,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",19,"15 a 19 anos",3,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Parda",21,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M",NA,"Parda",19,"15 a 19 anos",3,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","1,5<RFP<=2,5","Parda",23,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",23,"20 a 24 anos",2,"Evadidos","Matutino",3600,1,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Parda",30,"30 a 34 anos",2,"Evadidos","Matutino",3600,1,"Região Centro-Oeste"
"M","RFP>3,5","Parda",24,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Parda",21,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Parda",28,"25 a 29 anos",3,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"F","1<RFP<=1,5","Parda",30,"30 a 34 anos",3,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",22,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",3,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","0,5<RFP<=1","Parda",19,"15 a 19 anos",2,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F",NA,"Parda",19,"15 a 19 anos",2,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","1<RFP<=1,5","Parda",19,"15 a 19 anos",3,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",3,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","RFP>3,5","Parda",23,"20 a 24 anos",4,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"F",NA,"Parda",18,"15 a 19 anos",0,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M","1,5<RFP<=2,5","Parda",26,"25 a 29 anos",10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",27,"25 a 29 anos",0,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Parda",22,"20 a 24 anos",6,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M",NA,"Parda",19,"15 a 19 anos",1,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"F","1,5<RFP<=2,5","Parda",21,"20 a 24 anos",6,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Parda",25,"25 a 29 anos",7,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",22,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"F","0<RFP<=0,5","Parda",22,"20 a 24 anos",6,"Evadidos","Matutino",2400,1.1,"Região Centro-Oeste"
"F",NA,"Parda",18,"15 a 19 anos",2,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F","0,5<RFP<=1","Parda",23,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","2,5<RFP<=3,5","Parda",21,"20 a 24 anos",7,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Parda",37,"35 a 39 anos",6,"Evadidos","Matutino",2400,1.1,"Região Centro-Oeste"
"F","2,5<RFP<=3,5","Parda",18,"15 a 19 anos",1,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","0,5<RFP<=1","Parda",21,"20 a 24 anos",7,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1","Parda",18,"15 a 19 anos",1,"Evadidos","Matutino",3000,1.21,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",23,"20 a 24 anos",5,"Evadidos","Matutino",3600,1,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",29,"25 a 29 anos",1,"Evadidos","Matutino",3000,1.21,"Região Centro-Oeste"
"M",NA,"Parda",21,"20 a 24 anos",2,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M",NA,"Parda",50,"50 a 54 anos",5,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M",NA,"Parda",23,"20 a 24 anos",5,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","1,5<RFP<=2,5","Parda",39,"35 a 39 anos",5,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"F","0,5<RFP<=1","Parda",21,"20 a 24 anos",0,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Parda",33,"30 a 34 anos",0,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M",NA,"Parda",26,"25 a 29 anos",10,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M",NA,"Parda",22,"20 a 24 anos",7,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M",NA,"Parda",23,"20 a 24 anos",8,"Evadidos","Matutino",3600,1.14,"Região Nordeste"
"M","RFP>3,5","Parda",47,"45 a 49 anos",9,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M",NA,"Parda",41,"40 a 44 anos",4,"Evadidos","Matutino",3600,1.14,"Região Nordeste"
"F",NA,"Parda",32,"30 a 34 anos",2,"Evadidos","Matutino",3600,1.1,"Região Nordeste"
"F",NA,"Parda",20,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.1,"Região Nordeste"
"M",NA,"Parda",26,"25 a 29 anos",1,"Evadidos","Matutino",3600,1,"Região Centro-Oeste"
"M",NA,"Parda",33,"30 a 34 anos",1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M",NA,"Parda",25,"25 a 29 anos",1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Parda",34,"30 a 34 anos",1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M",NA,"Parda",41,"40 a 44 anos",1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M",NA,"Parda",18,"15 a 19 anos",1,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",28,"25 a 29 anos",1,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M",NA,"Parda",18,"15 a 19 anos",1,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"F",NA,"Parda",47,"45 a 49 anos",1,"Evadidos","Matutino",3600,1,"Região Centro-Oeste"
"M",NA,"Parda",20,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",20,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Parda",22,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",21,"20 a 24 anos",1,"Evadidos","Matutino",2400,1.1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",24,"20 a 24 anos",10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Parda",24,"20 a 24 anos",10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M",NA,"Parda",20,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.14,"Região Nordeste"
"M","2,5<RFP<=3,5","Parda",28,"25 a 29 anos",10,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M",NA,"Parda",21,"20 a 24 anos",8,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M",NA,"Parda",36,"35 a 39 anos",8,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F","RFP>3,5","Parda",24,"20 a 24 anos",10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Parda",27,"25 a 29 anos",8,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M",NA,"Parda",22,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M",NA,"Parda",19,"15 a 19 anos",1,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","0<RFP<=0,5","Parda",21,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.1,"Região Nordeste"
"M",NA,"Parda",21,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.1,"Região Nordeste"
"M",NA,"Parda",41,"40 a 44 anos",2,"Evadidos","Matutino",3600,1.1,"Região Nordeste"
"M","1<RFP<=1,5","Parda",33,"30 a 34 anos",9,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Parda",24,"20 a 24 anos",9,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"F","0,5<RFP<=1","Parda",19,"15 a 19 anos",1,"Evadidos","Matutino",2400,1.1,"Região Centro-Oeste"
"M",NA,"Parda",26,"25 a 29 anos",5,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M","0<RFP<=0,5","Parda",24,"20 a 24 anos",8,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M",NA,"Parda",28,"25 a 29 anos",10,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","1<RFP<=1,5","Parda",19,"15 a 19 anos",1,"Evadidos","Matutino",3600,1.06,"Região Sudeste"
"M",NA,"Parda",18,"15 a 19 anos",1,"Evadidos","Matutino",3600,1.06,"Região Sudeste"
"M","0,5<RFP<=1","Parda",29,"25 a 29 anos",1,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",22,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",31,"30 a 34 anos",1,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M","RFP>3,5","Parda",43,"40 a 44 anos",1,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Parda",30,"30 a 34 anos",1,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M",NA,"Parda",40,"40 a 44 anos",1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","0<RFP<=0,5","Parda",39,"35 a 39 anos",10,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"F",NA,"Parda",20,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M",NA,"Parda",24,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"F",NA,"Parda",22,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Parda",18,"15 a 19 anos",1,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",28,"25 a 29 anos",1,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"F","1<RFP<=1,5","Parda",29,"25 a 29 anos",0,"Evadidos","Matutino",3600,1.1,"Região Nordeste"
"M","0,5<RFP<=1","Parda",19,"15 a 19 anos",0,"Evadidos","Matutino",3600,1.1,"Região Nordeste"
"M","1<RFP<=1,5","Parda",22,"20 a 24 anos",0,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"F","0<RFP<=0,5","Parda",20,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M",NA,"Parda",25,"25 a 29 anos",1,"Evadidos","Matutino",3600,1,"Região Centro-Oeste"
"M",NA,"Parda",23,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","0<RFP<=0,5","Parda",20,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.19,"Região Norte"
"M",NA,"Parda",25,"25 a 29 anos",10,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F","1<RFP<=1,5","Parda",18,"15 a 19 anos",0,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","RFP>3,5","Parda",23,"20 a 24 anos",5,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",30,"30 a 34 anos",5,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1","Parda",37,"35 a 39 anos",1,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","2,5<RFP<=3,5","Parda",30,"30 a 34 anos",10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Parda",27,"25 a 29 anos",10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Parda",19,"15 a 19 anos",1,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M",NA,"Parda",20,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",4,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"F",NA,"Parda",26,"25 a 29 anos",1,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M",NA,"Parda",26,"25 a 29 anos",10,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M",NA,"Parda",36,"35 a 39 anos",10,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M","RFP>3,5","Parda",26,"25 a 29 anos",10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",35,"35 a 39 anos",3,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M","0,5<RFP<=1","Parda",30,"30 a 34 anos",3,"Evadidos","Matutino",3600,1.16,"Região Sul"
"F","0,5<RFP<=1","Parda",19,"15 a 19 anos",2,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"F","0,5<RFP<=1","Parda",21,"20 a 24 anos",2,"Evadidos","Matutino",2400,1.1,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Parda",23,"20 a 24 anos",10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",19,"15 a 19 anos",3,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",26,"25 a 29 anos",3,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"F",NA,"Parda",23,"20 a 24 anos",3,"Evadidos","Matutino",3600,1.14,"Região Nordeste"
"M","0,5<RFP<=1","Parda",35,"35 a 39 anos",10,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F",NA,"Parda",35,"35 a 39 anos",2,"Evadidos","Matutino",2400,1.1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",19,"15 a 19 anos",2,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Parda",38,"35 a 39 anos",3,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M",NA,"Parda",53,"50 a 54 anos",3,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M",NA,"Parda",19,"15 a 19 anos",4,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M","0<RFP<=0,5","Parda",20,"20 a 24 anos",2,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M","0<RFP<=0,5","Parda",19,"15 a 19 anos",3,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M","0,5<RFP<=1","Parda",26,"25 a 29 anos",1,"Evadidos","Matutino",3600,1.19,"Região Norte"
"M","0,5<RFP<=1","Parda",18,"15 a 19 anos",1,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","1<RFP<=1,5","Parda",47,"45 a 49 anos",1,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","0<RFP<=0,5","Parda",22,"20 a 24 anos",1,"Evadidos","Matutino",3600,1.16,"Região Sul"
"F",NA,"Parda",37,"35 a 39 anos",1,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","1,5<RFP<=2,5","Parda",23,"20 a 24 anos",6,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",26,"25 a 29 anos",2,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,29,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M",NA,NA,23,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F",NA,NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,31,"30 a 34 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","0<RFP<=0,5",NA,26,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M",NA,NA,32,"30 a 34 anos",10,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"F",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",9,"Concluintes","Matutino",3600,1.14,"Região Nordeste"
"F","0,5<RFP<=1",NA,24,"20 a 24 anos",9,"Concluintes","Matutino",3000,1.21,"Região Sul"
"M",NA,NA,28,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,23,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"F",NA,NA,27,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1",NA,34,"30 a 34 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","0<RFP<=0,5",NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"F",NA,NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F",NA,NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M",NA,NA,39,"35 a 39 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1",NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,27,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F",NA,NA,27,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,37,"35 a 39 anos",10,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F",NA,NA,28,"25 a 29 anos",10,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F",NA,NA,28,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","0<RFP<=0,5",NA,27,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F",NA,NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.1,"Região Centro-Oeste"
"M",NA,NA,26,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M","0,5<RFP<=1",NA,27,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"M","0<RFP<=0,5",NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M","0<RFP<=0,5",NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"F","0,5<RFP<=1",NA,26,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"F","0<RFP<=0,5",NA,26,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M","0,5<RFP<=1",NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"F",NA,NA,30,"30 a 34 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M",NA,NA,27,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"M",NA,NA,33,"30 a 34 anos",10,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"M",NA,NA,27,"25 a 29 anos",2,"Concluintes","Matutino",3600,1.14,"Região Nordeste"
"F",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F",NA,NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1",NA,24,"20 a 24 anos",9,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F",NA,NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.14,"Região Nordeste"
"M",NA,NA,21,"20 a 24 anos",8,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,23,"20 a 24 anos",9,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,21,"20 a 24 anos",9,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,22,"20 a 24 anos",3,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",3,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",3,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,23,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.14,"Região Nordeste"
"F",NA,NA,23,"20 a 24 anos",9,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,29,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,26,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M",NA,NA,28,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1",NA,24,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1",NA,22,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M",NA,NA,31,"30 a 34 anos",9,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M","0,5<RFP<=1",NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M",NA,NA,23,"20 a 24 anos",10,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"F",NA,NA,42,"40 a 44 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,49,"45 a 49 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"F",NA,NA,25,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M",NA,NA,29,"25 a 29 anos",10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
